,ปี,จังหวัด,จำนวน,province_en,area_sqkm
929,2566,ขอนแก่น,6663,khonkaen,10629.00058294659
930,2566,จันทบุรี,1952,chanthaburi,6404.21977766077
931,2566,ฉะเชิงเทรา,1768,chachoengsao,5166.90358063618
932,2566,ชลบุรี,6510,chonburi,4510.47957863486
933,2566,ชัยนาท,780,chainat,2511.79747645949
934,2566,ชัยภูมิ,2016,chaiyaphum,12679.25394167537
935,2566,ชุมพร,1275,chumphon,6010.28780369493
936,2566,ตรัง,1774,trang,4733.67163479885
937,2566,ตราด,697,trat,2852.41686477382
938,2566,ตาก,1449,tak,17318.85703133057
939,2566,นครนายก,1093,nakhonnayok,2139.67123307373
940,2566,นครปฐม,2601,nakhonpathom,2141.72859749704
941,2566,นครพนม,1314,nakhonphanom,5591.2248017037
942,2566,นครราชสีมา,6610,nakhonratchasima,20688.81885376943
943,2566,นครศรีธรรมราช,3305,nakhonsithammarat,9892.39155890953
944,2566,นครสวรรค์,2539,nakhonsawan,9529.875918751
945,2566,นนทบุรี,3314,nonthaburi,640.29422318966
946,2566,นราธิวาส,2002,narathiwat,4487.14355388134
947,2566,น่าน,1354,nan,12165.11409446458
948,2566,บึงกาฬ,708,buengkan,3979.54529298928
949,2566,บุรีรัมย์,3101,buriram,10047.11268203788
950,2566,ปทุมธานี,3538,pathumthani,1521.51426750265
951,2566,ประจวบคีรีขันธ์,1135,prachuapkhirikhan,6427.18463137311
952,2566,ปราจีนบุรี,1121,prachinburi,5020.33579717407
953,2566,ปัตตานี,1850,pattani,1975.95499697954
954,2566,พระนครศรีอยุธยา,1990,phranakhonsiayutthaya,2547.00670486463
955,2566,พะเยา,1222,phayao,6189.63595036332
956,2566,พังงา,766,phangnga,4580.06905945326
957,2566,พัทลุง,1222,phatthalung,3858.38806176758
958,2566,พิจิตร,1102,phichit,4318.65126180923
959,2566,พิษณุโลก,2854,phitsanulok,10598.92285961757
960,2566,ภูเก็ต,1616,phuket,550.09843869971
961,2566,มหาสารคาม,1897,mahasarakham,5582.58568113667
962,2566,มุกดาหาร,822,mukdahan,4092.96993557997
963,2566,ยะลา,1620,yala,4467.26894141248
964,2566,ยโสธร,1059,yasothon,4096.15430996103
965,2566,ระนอง,536,ranong,3223.65325675301
966,2566,ระยอง,2180,rayong,3665.05762206486
967,2566,ราชบุรี,2333,ratchaburi,5193.5302239491
968,2566,ร้อยเอ็ด,2508,roiet,7831.5106648173
969,2566,ลพบุรี,1705,lopburi,6501.03118525925
970,2566,ลำปาง,2041,lampang,12500.43740698581
971,2566,ลำพูน,1036,lamphun,4481.18815811357
972,2566,ศรีสะเกษ,2673,sisaket,8869.49885872576
973,2566,สกลนคร,2507,sakonnakhon,9525.60546877644
974,2566,สงขลา,4938,songkhla,7745.41218398206
975,2566,สตูล,795,satun,3011.55865450342
976,2566,สมุทรปราการ,3280,samutprakan,965.96104508808
977,2566,สมุทรสงคราม,485,samutsongkhram,412.48672828899
978,2566,สมุทรสาคร,2101,samutsakhon,866.06545786264
979,2566,สระบุรี,1893,saraburi,3487.650451485
980,2566,สระแก้ว,1167,sakaeo,6815.11503498248
981,2566,สิงห์บุรี,703,singburi,818.42840644624
982,2566,สุพรรณบุรี,2019,suphanburi,5409.26108410415
983,2566,สุราษฎร์ธานี,3388,suratthani,13086.21372902809
984,2566,สุรินทร์,2657,surin,8809.93517776871
985,2566,สุโขทัย,1103,sukhothai,6672.34183636511
986,2566,หนองคาย,1106,nongkhai,3264.2368570057
987,2566,หนองบัวลำภู,740,nongbualamphu,4091.19415926986
988,2566,อำนาจเจริญ,711,amnatcharoen,3262.61378799809
989,2566,อุดรธานี,3503,udonthani,11032.27063166398
990,2566,อุตรดิตถ์,1352,uttaradit,7867.48028212876
991,2566,อุทัยธานี,763,uthaithani,6649.64380504946
992,2566,อุบลราชธานี,4677,ubonratchathani,15472.47978609577
993,2566,อ่างทอง,707,angthong,948.98724583937
994,2566,เชียงราย,2988,chiangrai,11583.01236533042
995,2566,เชียงใหม่,7023,chiangmai,22056.88731834835
996,2566,เพชรบุรี,1162,phetchaburi,6173.00173882862
997,2566,เพชรบูรณ์,1791,phetchabun,12333.1560788834
998,2566,เลย,1452,loei,10490.07923183725
999,2566,แพร่,1150,phrae,6484.53249747241
1000,2566,แม่ฮ่องสอน,571,maehongson,12784.28056691474
1001,2567,กระบี่,1081,krabi,5319.41524737463
1002,2567,กรุงเทพมหานคร,41766,bangkok,1566.57785515371
1003,2567,กาญจนบุรี,1883,kanchanaburi,19405.04297919269
1004,2567,กาฬสินธุ์,1975,kalasin,6898.98345578631
1005,2567,กำแพงเพชร,1320,kamphaengphet,8520.49476797851
1006,2567,ขอนแก่น,6860,khonkaen,10629.00058294659
1007,2567,จันทบุรี,2018,chanthaburi,6404.21977766077
1008,2567,ฉะเชิงเทรา,1818,chachoengsao,5166.90358063618
1009,2567,ชลบุรี,6663,chonburi,4510.47957863486
1010,2567,ชัยนาท,801,chainat,2511.79747645949
1011,2567,ชัยภูมิ,2004,chaiyaphum,12679.25394167537
1012,2567,ชุมพร,1331,chumphon,6010.28780369493
1013,2567,ตรัง,1818,trang,4733.67163479885
1014,2567,ตราด,735,trat,2852.41686477382
1015,2567,ตาก,1514,tak,17318.85703133057
1016,2567,นครนายก,1086,nakhonnayok,2139.67123307373
1017,2567,นครปฐม,2657,nakhonpathom,2141.72859749704
1018,2567,นครพนม,1324,nakhonphanom,5591.2248017037
1019,2567,นครราชสีมา,6898,nakhonratchasima,20688.81885376943
1020,2567,นครศรีธรรมราช,3386,nakhonsithammarat,9892.39155890953
1021,2567,นครสวรรค์,2501,nakhonsawan,9529.875918751
1022,2567,นนทบุรี,3321,nonthaburi,640.29422318966
1023,2567,นราธิวาส,1812,narathiwat,4487.14355388134
1024,2567,น่าน,1425,nan,12165.11409446458
1025,2567,บึงกาฬ,730,buengkan,3979.54529298928
1026,2567,บุรีรัมย์,3140,buriram,10047.11268203788
1027,2567,ปทุมธานี,3817,pathumthani,1521.51426750265
1028,2567,ประจวบคีรีขันธ์,1161,prachuapkhirikhan,6427.18463137311
1029,2567,ปราจีนบุรี,1143,prachinburi,5020.33579717407
1030,2567,ปัตตานี,1844,pattani,1975.95499697954
1031,2567,พระนครศรีอยุธยา,2012,phranakhonsiayutthaya,2547.00670486463
1032,2567,พะเยา,1329,phayao,6189.63595036332
1033,2567,พังงา,772,phangnga,4580.06905945326
1034,2567,พัทลุง,1250,phatthalung,3858.38806176758
1035,2567,พิจิตร,1075,phichit,4318.65126180923
1036,2567,พิษณุโลก,2934,phitsanulok,10598.92285961757
1037,2567,ภูเก็ต,1709,phuket,550.09843869971
1038,2567,มหาสารคาม,2048,mahasarakham,5582.58568113667
1039,2567,มุกดาหาร,834,mukdahan,4092.96993557997
1040,2567,ยะลา,1610,yala,4467.26894141248
1041,2567,ยโสธร,1059,yasothon,4096.15430996103
1042,2567,ระนอง,512,ranong,3223.65325675301
1043,2567,ระยอง,2254,rayong,3665.05762206486
1044,2567,ราชบุรี,2307,ratchaburi,5193.5302239491
1045,2567,ร้อยเอ็ด,2580,roiet,7831.5106648173
1046,2567,ลพบุรี,1713,lopburi,6501.03118525925
1047,2567,ลำปาง,2110,lampang,12500.43740698581
1048,2567,ลำพูน,1066,lamphun,4481.18815811357
1049,2567,ศรีสะเกษ,2696,sisaket,8869.49885872576
1050,2567,สกลนคร,2472,sakonnakhon,9525.60546877644
1051,2567,สงขลา,4936,songkhla,7745.41218398206
1052,2567,สตูล,808,satun,3011.55865450342
1053,2567,สมุทรปราการ,3195,samutprakan,965.96104508808
1054,2567,สมุทรสงคราม,482,samutsongkhram,412.48672828899
1055,2567,สมุทรสาคร,2165,samutsakhon,866.06545786264
1056,2567,สระบุรี,1868,saraburi,3487.650451485
1057,2567,สระแก้ว,1230,sakaeo,6815.11503498248
1058,2567,สิงห์บุรี,703,singburi,818.42840644624
1059,2567,สุพรรณบุรี,2053,suphanburi,5409.26108410415
1060,2567,สุราษฎร์ธานี,3393,suratthani,13086.21372902809
1061,2567,สุรินทร์,2709,surin,8809.93517776871
1062,2567,สุโขทัย,1121,sukhothai,6672.34183636511
1063,2567,หนองคาย,1109,nongkhai,3264.2368570057
1064,2567,หนองบัวลำภู,744,nongbualamphu,4091.19415926986
1065,2567,อำนาจเจริญ,705,amnatcharoen,3262.61378799809
1066,2567,อุดรธานี,3519,udonthani,11032.27063166398
1067,2567,อุตรดิตถ์,1337,uttaradit,7867.48028212876
1068,2567,อุทัยธานี,755,uthaithani,6649.64380504946
1069,2567,อุบลราชธานี,4927,ubonratchathani,15472.47978609577
1070,2567,อ่างทอง,712,angthong,948.98724583937
1071,2567,เชียงราย,3142,chiangrai,11583.01236533042
1072,2567,เชียงใหม่,6851,chiangmai,22056.88731834835
1073,2567,เพชรบุรี,1155,phetchaburi,6173.00173882862
1074,2567,เพชรบูรณ์,1742,phetchabun,12333.1560788834
1075,2567,เลย,1488,loei,10490.07923183725
1076,2567,แพร่,1185,phrae,6484.53249747241
1077,2567,แม่ฮ่องสอน,573,maehongson,12784.28056691474
