,ปี,จังหวัด,จำนวน,province_en,area_sqkm
464,2560,กาญจนบุรี,1497,kanchanaburi,19405.04297919269
465,2560,กาฬสินธุ์,1501,kalasin,6898.98345578631
466,2560,กำแพงเพชร,1069,kamphaengphet,8520.49476797851
467,2560,ขอนแก่น,5240,khonkaen,10629.00058294659
468,2560,จันทบุรี,1590,chanthaburi,6404.21977766077
469,2560,ฉะเชิงเทรา,1305,chachoengsao,5166.90358063618
470,2560,ชลบุรี,4764,chonburi,4510.47957863486
471,2560,ชัยนาท,711,chainat,2511.79747645949
472,2560,ชัยภูมิ,1720,chaiyaphum,12679.25394167537
473,2560,ชุมพร,1084,chumphon,6010.28780369493
474,2560,ตรัง,1479,trang,4733.67163479885
475,2560,ตราด,633,trat,2852.41686477382
476,2560,ตาก,1118,tak,17318.85703133057
477,2560,นครนายก,989,nakhonnayok,2139.67123307373
478,2560,นครปฐม,1941,nakhonpathom,2141.72859749704
479,2560,นครพนม,1165,nakhonphanom,5591.2248017037
480,2560,นครราชสีมา,4893,nakhonratchasima,20688.81885376943
481,2560,นครศรีธรรมราช,2679,nakhonsithammarat,9892.39155890953
482,2560,นครสวรรค์,1832,nakhonsawan,9529.875918751
483,2560,นนทบุรี,2752,nonthaburi,640.29422318966
484,2560,นราธิวาส,2017,narathiwat,4487.14355388134
485,2560,น่าน,1253,nan,12165.11409446458
486,2560,บึงกาฬ,572,buengkan,3979.54529298928
487,2560,บุรีรัมย์,2560,buriram,10047.11268203788
488,2560,ปทุมธานี,2082,pathumthani,1521.51426750265
489,2560,ประจวบคีรีขันธ์,1022,prachuapkhirikhan,6427.18463137311
490,2560,ปราจีนบุรี,931,prachinburi,5020.33579717407
491,2560,ปัตตานี,1838,pattani,1975.95499697954
492,2560,พระนครศรีอยุธยา,1604,phranakhonsiayutthaya,2547.00670486463
493,2560,พะเยา,1258,phayao,6189.63595036332
494,2560,พังงา,707,phangnga,4580.06905945326
495,2560,พัทลุง,1112,phatthalung,3858.38806176758
496,2560,พิจิตร,978,phichit,4318.65126180923
497,2560,พิษณุโลก,2570,phitsanulok,10598.92285961757
498,2560,ภูเก็ต,1286,phuket,550.09843869971
499,2560,มหาสารคาม,1703,mahasarakham,5582.58568113667
500,2560,มุกดาหาร,702,mukdahan,4092.96993557997
501,2560,ยะลา,1632,yala,4467.26894141248
502,2560,ยโสธร,892,yasothon,4096.15430996103
503,2560,ระนอง,471,ranong,3223.65325675301
504,2560,ระยอง,1834,rayong,3665.05762206486
505,2560,ราชบุรี,2154,ratchaburi,5193.5302239491
506,2560,ร้อยเอ็ด,2140,roiet,7831.5106648173
507,2560,ลพบุรี,1599,lopburi,6501.03118525925
508,2560,ลำปาง,2005,lampang,12500.43740698581
509,2560,ลำพูน,978,lamphun,4481.18815811357
510,2560,ศรีสะเกษ,1968,sisaket,8869.49885872576
511,2560,สกลนคร,1952,sakonnakhon,9525.60546877644
512,2560,สงขลา,4768,songkhla,7745.41218398206
513,2560,สตูล,728,satun,3011.55865450342
514,2560,สมุทรปราการ,1976,samutprakan,965.96104508808
515,2560,สมุทรสงคราม,528,samutsongkhram,412.48672828899
516,2560,สมุทรสาคร,1540,samutsakhon,866.06545786264
517,2560,สระบุรี,1716,saraburi,3487.650451485
518,2560,สระแก้ว,739,sakaeo,6815.11503498248
519,2560,สิงห์บุรี,746,singburi,818.42840644624
520,2560,สุพรรณบุรี,1750,suphanburi,5409.26108410415
521,2560,สุราษฎร์ธานี,2709,suratthani,13086.21372902809
522,2560,สุรินทร์,2192,surin,8809.93517776871
523,2560,สุโขทัย,1130,sukhothai,6672.34183636511
524,2560,หนองคาย,921,nongkhai,3264.2368570057
525,2560,หนองบัวลำภู,671,nongbualamphu,4091.19415926986
526,2560,อำนาจเจริญ,642,amnatcharoen,3262.61378799809
527,2560,อุดรธานี,2677,udonthani,11032.27063166398
528,2560,อุตรดิตถ์,1120,uttaradit,7867.48028212876
529,2560,อุทัยธานี,680,uthaithani,6649.64380504946
530,2560,อุบลราชธานี,3918,ubonratchathani,15472.47978609577
531,2560,อ่างทอง,703,angthong,948.98724583937
532,2560,เชียงราย,2619,chiangrai,11583.01236533042
533,2560,เชียงใหม่,5881,chiangmai,22056.88731834835
534,2560,เพชรบุรี,1090,phetchaburi,6173.00173882862
535,2560,เพชรบูรณ์,1468,phetchabun,12333.1560788834
536,2560,เลย,1217,loei,10490.07923183725
537,2560,แพร่,1087,phrae,6484.53249747241
538,2560,แม่ฮ่องสอน,548,maehongson,12784.28056691474
539,2561,กระบี่,862,krabi,5319.41524737463
540,2561,กรุงเทพมหานคร,33204,bangkok,1566.57785515371
541,2561,กาญจนบุรี,1487,kanchanaburi,19405.04297919269
542,2561,กาฬสินธุ์,1763,kalasin,6898.98345578631
543,2561,กำแพงเพชร,1136,kamphaengphet,8520.49476797851
544,2561,ขอนแก่น,5563,khonkaen,10629.00058294659
545,2561,จันทบุรี,1688,chanthaburi,6404.21977766077
546,2561,ฉะเชิงเทรา,1347,chachoengsao,5166.90358063618
547,2561,ชลบุรี,4534,chonburi,4510.47957863486
548,2561,ชัยนาท,774,chainat,2511.79747645949
549,2561,ชัยภูมิ,1686,chaiyaphum,12679.25394167537
550,2561,ชุมพร,1093,chumphon,6010.28780369493
551,2561,ตรัง,1523,trang,4733.67163479885
552,2561,ตราด,701,trat,2852.41686477382
553,2561,ตาก,1160,tak,17318.85703133057
554,2561,นครนายก,984,nakhonnayok,2139.67123307373
555,2561,นครปฐม,1973,nakhonpathom,2141.72859749704
556,2561,นครพนม,1181,nakhonphanom,5591.2248017037
557,2561,นครราชสีมา,5358,nakhonratchasima,20688.81885376943
558,2561,นครศรีธรรมราช,2817,nakhonsithammarat,9892.39155890953
559,2561,นครสวรรค์,1911,nakhonsawan,9529.875918751
560,2561,นนทบุรี,2923,nonthaburi,640.29422318966
561,2561,นราธิวาส,2013,narathiwat,4487.14355388134
562,2561,น่าน,1252,nan,12165.11409446458
563,2561,บึงกาฬ,631,buengkan,3979.54529298928
564,2561,บุรีรัมย์,2587,buriram,10047.11268203788
565,2561,ปทุมธานี,2213,pathumthani,1521.51426750265
566,2561,ประจวบคีรีขันธ์,1019,prachuapkhirikhan,6427.18463137311
567,2561,ปราจีนบุรี,1059,prachinburi,5020.33579717407
568,2561,ปัตตานี,1854,pattani,1975.95499697954
569,2561,พระนครศรีอยุธยา,1583,phranakhonsiayutthaya,2547.00670486463
570,2561,พะเยา,1193,phayao,6189.63595036332
571,2561,พังงา,725,phangnga,4580.06905945326
572,2561,พัทลุง,1124,phatthalung,3858.38806176758
573,2561,พิจิตร,976,phichit,4318.65126180923
574,2561,พิษณุโลก,2544,phitsanulok,10598.92285961757
575,2561,ภูเก็ต,1543,phuket,550.09843869971
576,2561,มหาสารคาม,1665,mahasarakham,5582.58568113667
577,2561,มุกดาหาร,760,mukdahan,4092.96993557997
578,2561,ยะลา,1691,yala,4467.26894141248
579,2561,ยโสธร,953,yasothon,4096.15430996103
580,2561,ระนอง,469,ranong,3223.65325675301
581,2561,ระยอง,1841,rayong,3665.05762206486
582,2561,ราชบุรี,2161,ratchaburi,5193.5302239491
583,2561,ร้อยเอ็ด,2195,roiet,7831.5106648173
584,2561,ลพบุรี,1621,lopburi,6501.03118525925
585,2561,ลำปาง,1990,lampang,12500.43740698581
586,2561,ลำพูน,961,lamphun,4481.18815811357
587,2561,ศรีสะเกษ,2127,sisaket,8869.49885872576
588,2561,สกลนคร,2008,sakonnakhon,9525.60546877644
589,2561,สงขลา,4824,songkhla,7745.41218398206
590,2561,สตูล,776,satun,3011.55865450342
591,2561,สมุทรปราการ,2219,samutprakan,965.96104508808
592,2561,สมุทรสงคราม,502,samutsongkhram,412.48672828899
593,2561,สมุทรสาคร,1759,samutsakhon,866.06545786264
594,2561,สระบุรี,1788,saraburi,3487.650451485
595,2561,สระแก้ว,854,sakaeo,6815.11503498248
596,2561,สิงห์บุรี,742,singburi,818.42840644624
597,2561,สุพรรณบุรี,1808,suphanburi,5409.26108410415
598,2561,สุราษฎร์ธานี,2710,suratthani,13086.21372902809
599,2561,สุรินทร์,2242,surin,8809.93517776871
600,2561,สุโขทัย,1115,sukhothai,6672.34183636511
601,2561,หนองคาย,989,nongkhai,3264.2368570057
602,2561,หนองบัวลำภู,673,nongbualamphu,4091.19415926986
603,2561,อำนาจเจริญ,648,amnatcharoen,3262.61378799809
604,2561,อุดรธานี,2737,udonthani,11032.27063166398
605,2561,อุตรดิตถ์,1160,uttaradit,7867.48028212876
606,2561,อุทัยธานี,691,uthaithani,6649.64380504946
607,2561,อุบลราชธานี,4157,ubonratchathani,15472.47978609577
608,2561,อ่างทอง,708,angthong,948.98724583937
609,2561,เชียงราย,2533,chiangrai,11583.01236533042
610,2561,เชียงใหม่,5935,chiangmai,22056.88731834835
611,2561,เพชรบุรี,1098,phetchaburi,6173.00173882862
612,2561,เพชรบูรณ์,1496,phetchabun,12333.1560788834
613,2561,เลย,1262,loei,10490.07923183725
614,2561,แพร่,1120,phrae,6484.53249747241
615,2561,แม่ฮ่องสอน,517,maehongson,12784.28056691474
616,2562,กระบี่,878,krabi,5319.41524737463
617,2562,กรุงเทพมหานคร,34825,bangkok,1566.57785515371
618,2562,กาญจนบุรี,1674,kanchanaburi,19405.04297919269
619,2562,กาฬสินธุ์,1783,kalasin,6898.98345578631
620,2562,กำแพงเพชร,1155,kamphaengphet,8520.49476797851
621,2562,ขอนแก่น,5470,khonkaen,10629.00058294659
622,2562,จันทบุรี,1801,chanthaburi,6404.21977766077
623,2562,ฉะเชิงเทรา,1514,chachoengsao,5166.90358063618
624,2562,ชลบุรี,5267,chonburi,4510.47957863486
625,2562,ชัยนาท,779,chainat,2511.79747645949
626,2562,ชัยภูมิ,1773,chaiyaphum,12679.25394167537
627,2562,ชุมพร,1157,chumphon,6010.28780369493
628,2562,ตรัง,1610,trang,4733.67163479885
629,2562,ตราด,708,trat,2852.41686477382
630,2562,ตาก,1229,tak,17318.85703133057
631,2562,นครนายก,976,nakhonnayok,2139.67123307373
632,2562,นครปฐม,2096,nakhonpathom,2141.72859749704
633,2562,นครพนม,1202,nakhonphanom,5591.2248017037
634,2562,นครราชสีมา,5729,nakhonratchasima,20688.81885376943
635,2562,นครศรีธรรมราช,2974,nakhonsithammarat,9892.39155890953
636,2562,นครสวรรค์,2115,nakhonsawan,9529.875918751
637,2562,นนทบุรี,2936,nonthaburi,640.29422318966
638,2562,นราธิวาส,1996,narathiwat,4487.14355388134
639,2562,น่าน,1258,nan,12165.11409446458
640,2562,บึงกาฬ,623,buengkan,3979.54529298928
641,2562,บุรีรัมย์,2753,buriram,10047.11268203788
642,2562,ปทุมธานี,2248,pathumthani,1521.51426750265
643,2562,ประจวบคีรีขันธ์,1062,prachuapkhirikhan,6427.18463137311
644,2562,ปราจีนบุรี,1057,prachinburi,5020.33579717407
645,2562,ปัตตานี,1835,pattani,1975.95499697954
646,2562,พระนครศรีอยุธยา,1823,phranakhonsiayutthaya,2547.00670486463
647,2562,พะเยา,1214,phayao,6189.63595036332
648,2562,พังงา,742,phangnga,4580.06905945326
649,2562,พัทลุง,1129,phatthalung,3858.38806176758
650,2562,พิจิตร,996,phichit,4318.65126180923
651,2562,พิษณุโลก,2628,phitsanulok,10598.92285961757
652,2562,ภูเก็ต,1583,phuket,550.09843869971
653,2562,มหาสารคาม,1733,mahasarakham,5582.58568113667
654,2562,มุกดาหาร,751,mukdahan,4092.96993557997
655,2562,ยะลา,1592,yala,4467.26894141248
656,2562,ยโสธร,977,yasothon,4096.15430996103
657,2562,ระนอง,497,ranong,3223.65325675301
658,2562,ระยอง,1970,rayong,3665.05762206486
659,2562,ราชบุรี,2230,ratchaburi,5193.5302239491
660,2562,ร้อยเอ็ด,2213,roiet,7831.5106648173
661,2562,ลพบุรี,1658,lopburi,6501.03118525925
662,2562,ลำปาง,2055,lampang,12500.43740698581
663,2562,ลำพูน,992,lamphun,4481.18815811357
664,2562,ศรีสะเกษ,2160,sisaket,8869.49885872576
665,2562,สกลนคร,2047,sakonnakhon,9525.60546877644
666,2562,สงขลา,4788,songkhla,7745.41218398206
667,2562,สตูล,772,satun,3011.55865450342
668,2562,สมุทรปราการ,2880,samutprakan,965.96104508808
669,2562,สมุทรสงคราม,522,samutsongkhram,412.48672828899
670,2562,สมุทรสาคร,1882,samutsakhon,866.06545786264
671,2562,สระบุรี,1866,saraburi,3487.650451485
672,2562,สระแก้ว,973,sakaeo,6815.11503498248
673,2562,สิงห์บุรี,728,singburi,818.42840644624
674,2562,สุพรรณบุรี,1905,suphanburi,5409.26108410415
675,2562,สุราษฎร์ธานี,3004,suratthani,13086.21372902809
676,2562,สุรินทร์,2390,surin,8809.93517776871
677,2562,สุโขทัย,1108,sukhothai,6672.34183636511
678,2562,หนองคาย,1005,nongkhai,3264.2368570057
679,2562,หนองบัวลำภู,689,nongbualamphu,4091.19415926986
680,2562,อำนาจเจริญ,665,amnatcharoen,3262.61378799809
681,2562,อุดรธานี,2749,udonthani,11032.27063166398
682,2562,อุตรดิตถ์,1175,uttaradit,7867.48028212876
683,2562,อุทัยธานี,717,uthaithani,6649.64380504946
684,2562,อุบลราชธานี,4290,ubonratchathani,15472.47978609577
685,2562,อ่างทอง,712,angthong,948.98724583937
686,2562,เชียงราย,2684,chiangrai,11583.01236533042
687,2562,เชียงใหม่,6347,chiangmai,22056.88731834835
688,2562,เพชรบุรี,1109,phetchaburi,6173.00173882862
689,2562,เพชรบูรณ์,1583,phetchabun,12333.1560788834
690,2562,เลย,1282,loei,10490.07923183725
691,2562,แพร่,1092,phrae,6484.53249747241
692,2562,แม่ฮ่องสอน,547,maehongson,12784.28056691474
693,2563,กระบี่,923,krabi,5319.41524737463
694,2563,กรุงเทพมหานคร,37405,bangkok,1566.57785515371
695,2563,กาญจนบุรี,1683,kanchanaburi,19405.04297919269
696,2563,กาฬสินธุ์,1804,kalasin,6898.98345578631
697,2563,กำแพงเพชร,1145,kamphaengphet,8520.49476797851
698,2563,ขอนแก่น,5461,khonkaen,10629.00058294659
699,2563,จันทบุรี,1812,chanthaburi,6404.21977766077
700,2563,ฉะเชิงเทรา,1578,chachoengsao,5166.90358063618
701,2563,ชลบุรี,5338,chonburi,4510.47957863486
702,2563,ชัยนาท,771,chainat,2511.79747645949
703,2563,ชัยภูมิ,1745,chaiyaphum,12679.25394167537
704,2563,ชุมพร,1177,chumphon,6010.28780369493
705,2563,ตรัง,1611,trang,4733.67163479885
706,2563,ตราด,697,trat,2852.41686477382
707,2563,ตาก,1242,tak,17318.85703133057
708,2563,นครนายก,949,nakhonnayok,2139.67123307373
709,2563,นครปฐม,2160,nakhonpathom,2141.72859749704
710,2563,นครพนม,1220,nakhonphanom,5591.2248017037
711,2563,นครราชสีมา,5607,nakhonratchasima,20688.81885376943
712,2563,นครศรีธรรมราช,2996,nakhonsithammarat,9892.39155890953
713,2563,นครสวรรค์,2078,nakhonsawan,9529.875918751
714,2563,นนทบุรี,3073,nonthaburi,640.29422318966
715,2563,นราธิวาส,1981,narathiwat,4487.14355388134
716,2563,น่าน,1236,nan,12165.11409446458
717,2563,บึงกาฬ,642,buengkan,3979.54529298928
718,2563,บุรีรัมย์,2784,buriram,10047.11268203788
719,2563,ปทุมธานี,2230,pathumthani,1521.51426750265
720,2563,ประจวบคีรีขันธ์,1069,prachuapkhirikhan,6427.18463137311
721,2563,ปราจีนบุรี,1048,prachinburi,5020.33579717407
722,2563,ปัตตานี,1816,pattani,1975.95499697954
723,2563,พระนครศรีอยุธยา,1752,phranakhonsiayutthaya,2547.00670486463
724,2563,พะเยา,1206,phayao,6189.63595036332
725,2563,พังงา,724,phangnga,4580.06905945326
726,2563,พัทลุง,1137,phatthalung,3858.38806176758
727,2563,พิจิตร,1004,phichit,4318.65126180923
728,2563,พิษณุโลก,2649,phitsanulok,10598.92285961757
729,2563,ภูเก็ต,1597,phuket,550.09843869971
730,2563,มหาสารคาม,1788,mahasarakham,5582.58568113667
731,2563,มุกดาหาร,758,mukdahan,4092.96993557997
732,2563,ยะลา,1564,yala,4467.26894141248
733,2563,ยโสธร,960,yasothon,4096.15430996103
734,2563,ระนอง,489,ranong,3223.65325675301
735,2563,ระยอง,1922,rayong,3665.05762206486
736,2563,ราชบุรี,2151,ratchaburi,5193.5302239491
737,2563,ร้อยเอ็ด,2260,roiet,7831.5106648173
738,2563,ลพบุรี,1681,lopburi,6501.03118525925
739,2563,ลำปาง,2075,lampang,12500.43740698581
740,2563,ลำพูน,953,lamphun,4481.18815811357
741,2563,ศรีสะเกษ,2171,sisaket,8869.49885872576
742,2563,สกลนคร,2140,sakonnakhon,9525.60546877644
743,2563,สงขลา,4696,songkhla,7745.41218398206
744,2563,สตูล,767,satun,3011.55865450342
745,2563,สมุทรปราการ,2911,samutprakan,965.96104508808
746,2563,สมุทรสงคราม,507,samutsongkhram,412.48672828899
747,2563,สมุทรสาคร,1892,samutsakhon,866.06545786264
748,2563,สระบุรี,1875,saraburi,3487.650451485
749,2563,สระแก้ว,972,sakaeo,6815.11503498248
750,2563,สิงห์บุรี,718,singburi,818.42840644624
751,2563,สุพรรณบุรี,1898,suphanburi,5409.26108410415
752,2563,สุราษฎร์ธานี,3038,suratthani,13086.21372902809
753,2563,สุรินทร์,2371,surin,8809.93517776871
754,2563,สุโขทัย,1094,sukhothai,6672.34183636511
755,2563,หนองคาย,1029,nongkhai,3264.2368570057
756,2563,หนองบัวลำภู,699,nongbualamphu,4091.19415926986
757,2563,อำนาจเจริญ,658,amnatcharoen,3262.61378799809
758,2563,อุดรธานี,3097,udonthani,11032.27063166398
759,2563,อุตรดิตถ์,1174,uttaradit,7867.48028212876
760,2563,อุทัยธานี,705,uthaithani,6649.64380504946
761,2563,อุบลราชธานี,4382,ubonratchathani,15472.47978609577
762,2563,อ่างทอง,702,angthong,948.98724583937
763,2563,เชียงราย,2722,chiangrai,11583.01236533042
764,2563,เชียงใหม่,6457,chiangmai,22056.88731834835
765,2563,เพชรบุรี,1102,phetchaburi,6173.00173882862
766,2563,เพชรบูรณ์,1583,phetchabun,12333.1560788834
767,2563,เลย,1293,loei,10490.07923183725
768,2563,แพร่,1094,phrae,6484.53249747241
769,2563,แม่ฮ่องสอน,537,maehongson,12784.28056691474
770,2564,กระบี่,1044,krabi,5319.41524737463
771,2564,กรุงเทพมหานคร,37678,bangkok,1566.57785515371
772,2564,กาญจนบุรี,1803,kanchanaburi,19405.04297919269
773,2564,กาฬสินธุ์,1893,kalasin,6898.98345578631
774,2564,กำแพงเพชร,1190,kamphaengphet,8520.49476797851
775,2564,ขอนแก่น,5741,khonkaen,10629.00058294659
776,2564,จันทบุรี,1898,chanthaburi,6404.21977766077
777,2564,ฉะเชิงเทรา,1700,chachoengsao,5166.90358063618
778,2564,ชลบุรี,6161,chonburi,4510.47957863486
779,2564,ชัยนาท,787,chainat,2511.79747645949
780,2564,ชัยภูมิ,1996,chaiyaphum,12679.25394167537
781,2564,ชุมพร,1248,chumphon,6010.28780369493
782,2564,ตรัง,1680,trang,4733.67163479885
783,2564,ตราด,695,trat,2852.41686477382
784,2564,ตาก,1372,tak,17318.85703133057
785,2564,นครนายก,1018,nakhonnayok,2139.67123307373
786,2564,นครปฐม,2296,nakhonpathom,2141.72859749704
787,2564,นครพนม,1281,nakhonphanom,5591.2248017037
788,2564,นครราชสีมา,6394,nakhonratchasima,20688.81885376943
789,2564,นครศรีธรรมราช,3175,nakhonsithammarat,9892.39155890953
790,2564,นครสวรรค์,2286,nakhonsawan,9529.875918751
791,2564,นนทบุรี,3267,nonthaburi,640.29422318966
792,2564,นราธิวาส,1967,narathiwat,4487.14355388134
793,2564,น่าน,1283,nan,12165.11409446458
794,2564,บึงกาฬ,677,buengkan,3979.54529298928
795,2564,บุรีรัมย์,3071,buriram,10047.11268203788
796,2564,ปทุมธานี,2513,pathumthani,1521.51426750265
797,2564,ประจวบคีรีขันธ์,1135,prachuapkhirikhan,6427.18463137311
798,2564,ปราจีนบุรี,1133,prachinburi,5020.33579717407
799,2564,ปัตตานี,1825,pattani,1975.95499697954
800,2564,พระนครศรีอยุธยา,1822,phranakhonsiayutthaya,2547.00670486463
801,2564,พะเยา,1182,phayao,6189.63595036332
802,2564,พังงา,755,phangnga,4580.06905945326
803,2564,พัทลุง,1162,phatthalung,3858.38806176758
804,2564,พิจิตร,1036,phichit,4318.65126180923
805,2564,พิษณุโลก,2700,phitsanulok,10598.92285961757
806,2564,ภูเก็ต,1569,phuket,550.09843869971
807,2564,มหาสารคาม,1893,mahasarakham,5582.58568113667
808,2564,มุกดาหาร,785,mukdahan,4092.96993557997
809,2564,ยะลา,1572,yala,4467.26894141248
810,2564,ยโสธร,976,yasothon,4096.15430996103
811,2564,ระนอง,514,ranong,3223.65325675301
812,2564,ระยอง,1971,rayong,3665.05762206486
813,2564,ราชบุรี,2355,ratchaburi,5193.5302239491
814,2564,ร้อยเอ็ด,2418,roiet,7831.5106648173
815,2564,ลพบุรี,1703,lopburi,6501.03118525925
816,2564,ลำปาง,2112,lampang,12500.43740698581
817,2564,ลำพูน,1030,lamphun,4481.18815811357
818,2564,ศรีสะเกษ,2477,sisaket,8869.49885872576
819,2564,สกลนคร,2405,sakonnakhon,9525.60546877644
820,2564,สงขลา,4803,songkhla,7745.41218398206
821,2564,สตูล,780,satun,3011.55865450342
822,2564,สมุทรปราการ,3026,samutprakan,965.96104508808
823,2564,สมุทรสงคราม,494,samutsongkhram,412.48672828899
824,2564,สมุทรสาคร,2002,samutsakhon,866.06545786264
825,2564,สระบุรี,1923,saraburi,3487.650451485
826,2564,สระแก้ว,1069,sakaeo,6815.11503498248
827,2564,สิงห์บุรี,709,singburi,818.42840644624
828,2564,สุพรรณบุรี,1979,suphanburi,5409.26108410415
829,2564,สุราษฎร์ธานี,3259,suratthani,13086.21372902809
830,2564,สุรินทร์,2563,surin,8809.93517776871
831,2564,สุโขทัย,1097,sukhothai,6672.34183636511
832,2564,หนองคาย,1085,nongkhai,3264.2368570057
833,2564,หนองบัวลำภู,703,nongbualamphu,4091.19415926986
834,2564,อำนาจเจริญ,668,amnatcharoen,3262.61378799809
835,2564,อุดรธานี,3339,udonthani,11032.27063166398
836,2564,อุตรดิตถ์,1299,uttaradit,7867.48028212876
837,2564,อุทัยธานี,749,uthaithani,6649.64380504946
838,2564,อุบลราชธานี,4581,ubonratchathani,15472.47978609577
839,2564,อ่างทอง,714,angthong,948.98724583937
840,2564,เชียงราย,2845,chiangrai,11583.01236533042
841,2564,เชียงใหม่,6673,chiangmai,22056.88731834835
842,2564,เพชรบุรี,1098,phetchaburi,6173.00173882862
843,2564,เพชรบูรณ์,1667,phetchabun,12333.1560788834
844,2564,เลย,1351,loei,10490.07923183725
845,2564,แพร่,1119,phrae,6484.53249747241
846,2564,แม่ฮ่องสอน,553,maehongson,12784.28056691474
847,2565,กระบี่,1048,krabi,5319.41524737463
848,2565,กรุงเทพมหานคร,37846,bangkok,1566.57785515371
849,2565,กาญจนบุรี,1788,kanchanaburi,19405.04297919269
850,2565,กาฬสินธุ์,1908,kalasin,6898.98345578631
851,2565,กำแพงเพชร,1241,kamphaengphet,8520.49476797851
852,2565,ขอนแก่น,6599,khonkaen,10629.00058294659
853,2565,จันทบุรี,1922,chanthaburi,6404.21977766077
854,2565,ฉะเชิงเทรา,1731,chachoengsao,5166.90358063618
855,2565,ชลบุรี,6691,chonburi,4510.47957863486
856,2565,ชัยนาท,781,chainat,2511.79747645949
857,2565,ชัยภูมิ,1975,chaiyaphum,12679.25394167537
858,2565,ชุมพร,1252,chumphon,6010.28780369493
859,2565,ตรัง,1696,trang,4733.67163479885
860,2565,ตราด,697,trat,2852.41686477382
861,2565,ตาก,1400,tak,17318.85703133057
862,2565,นครนายก,1063,nakhonnayok,2139.67123307373
863,2565,นครปฐม,2396,nakhonpathom,2141.72859749704
864,2565,นครพนม,1323,nakhonphanom,5591.2248017037
865,2565,นครราชสีมา,6669,nakhonratchasima,20688.81885376943
866,2565,นครศรีธรรมราช,3258,nakhonsithammarat,9892.39155890953
867,2565,นครสวรรค์,2399,nakhonsawan,9529.875918751
868,2565,นนทบุรี,3320,nonthaburi,640.29422318966
869,2565,นราธิวาส,1965,narathiwat,4487.14355388134
870,2565,น่าน,1319,nan,12165.11409446458
871,2565,บึงกาฬ,692,buengkan,3979.54529298928
872,2565,บุรีรัมย์,3078,buriram,10047.11268203788
873,2565,ปทุมธานี,3360,pathumthani,1521.51426750265
874,2565,ประจวบคีรีขันธ์,1134,prachuapkhirikhan,6427.18463137311
875,2565,ปราจีนบุรี,1119,prachinburi,5020.33579717407
876,2565,ปัตตานี,1854,pattani,1975.95499697954
877,2565,พระนครศรีอยุธยา,1985,phranakhonsiayutthaya,2547.00670486463
878,2565,พะเยา,1224,phayao,6189.63595036332
879,2565,พังงา,774,phangnga,4580.06905945326
880,2565,พัทลุง,1175,phatthalung,3858.38806176758
881,2565,พิจิตร,1050,phichit,4318.65126180923
882,2565,พิษณุโลก,2830,phitsanulok,10598.92285961757
883,2565,ภูเก็ต,1565,phuket,550.09843869971
884,2565,มหาสารคาม,1944,mahasarakham,5582.58568113667
885,2565,มุกดาหาร,803,mukdahan,4092.96993557997
886,2565,ยะลา,1565,yala,4467.26894141248
887,2565,ยโสธร,1022,yasothon,4096.15430996103
888,2565,ระนอง,520,ranong,3223.65325675301
889,2565,ระยอง,2023,rayong,3665.05762206486
890,2565,ราชบุรี,2424,ratchaburi,5193.5302239491
891,2565,ร้อยเอ็ด,2403,roiet,7831.5106648173
892,2565,ลพบุรี,1689,lopburi,6501.03118525925
893,2565,ลำปาง,2095,lampang,12500.43740698581
894,2565,ลำพูน,1033,lamphun,4481.18815811357
895,2565,ศรีสะเกษ,2557,sisaket,8869.49885872576
896,2565,สกลนคร,2423,sakonnakhon,9525.60546877644
897,2565,สงขลา,4868,songkhla,7745.41218398206
898,2565,สตูล,780,satun,3011.55865450342
899,2565,สมุทรปราการ,3271,samutprakan,965.96104508808
900,2565,สมุทรสงคราม,500,samutsongkhram,412.48672828899
901,2565,สมุทรสาคร,2091,samutsakhon,866.06545786264
902,2565,สระบุรี,1933,saraburi,3487.650451485
903,2565,สระแก้ว,1127,sakaeo,6815.11503498248
904,2565,สิงห์บุรี,707,singburi,818.42840644624
905,2565,สุพรรณบุรี,1981,suphanburi,5409.26108410415
906,2565,สุราษฎร์ธานี,3278,suratthani,13086.21372902809
907,2565,สุรินทร์,2591,surin,8809.93517776871
908,2565,สุโขทัย,1100,sukhothai,6672.34183636511
909,2565,หนองคาย,1081,nongkhai,3264.2368570057
910,2565,หนองบัวลำภู,714,nongbualamphu,4091.19415926986
911,2565,อำนาจเจริญ,683,amnatcharoen,3262.61378799809
912,2565,อุดรธานี,3454,udonthani,11032.27063166398
913,2565,อุตรดิตถ์,1330,uttaradit,7867.48028212876
914,2565,อุทัยธานี,768,uthaithani,6649.64380504946
915,2565,อุบลราชธานี,4628,ubonratchathani,15472.47978609577
916,2565,อ่างทอง,709,angthong,948.98724583937
917,2565,เชียงราย,2987,chiangrai,11583.01236533042
918,2565,เชียงใหม่,6950,chiangmai,22056.88731834835
919,2565,เพชรบุรี,1185,phetchaburi,6173.00173882862
920,2565,เพชรบูรณ์,1704,phetchabun,12333.1560788834
921,2565,เลย,1400,loei,10490.07923183725
922,2565,แพร่,1114,phrae,6484.53249747241
923,2565,แม่ฮ่องสอน,561,maehongson,12784.28056691474
924,2566,กระบี่,1047,krabi,5319.41524737463
925,2566,กรุงเทพมหานคร,40206,bangkok,1566.57785515371
926,2566,กาญจนบุรี,1828,kanchanaburi,19405.04297919269
927,2566,กาฬสินธุ์,1962,kalasin,6898.98345578631
928,2566,กำแพงเพชร,1259,kamphaengphet,8520.49476797851
